Issue ID,Issue Name,Category,Severity,Status,Assignee,Date Reported,Date Resolved,Impact Score,Risk Level,KPI/KRI,Department Affected
CSA-389,Architect intuitive experiences,Vulnerability Assessment,Critical,In Progress,Curtis Stevenson,2024-02-12,,6,Low,KRI,IT Operations
CSA-390,Envisioneer mission-critical functionalities,Asset Identification and Classification,Medium,Open,Erin Ross,2024-03-25,,4.5,Low,KPI,IT Operations
CSA-391,Engineer dynamic info-mediaries,Director Review_4,Medium,Open,Daniel Koch,2024-03-30,2024-10-15,8.3,Low,KRI,Software Engineering
CSA-392,Enhance sticky niches,Penetration Testing,Low,Open,Christopher Roy,2024-07-11,2024-03-27,9.2,High,KPI,Security and Risk
CSA-393,Transform distributed metrics,Risk Assessment_2,Medium,Open,Brian Hooper,2024-02-04,,1.8,High,KPI,Procurement
CSA-394,Envisioneer dynamic paradigms,Director Review_2,Medium,Resolved,Robert Henson,2024-05-02,2024-06-25,7.3,Low,KRI,Application Development
CSA-395,Incentivize proactive web-readiness,Business Assessment,Critical,Resolved,Paul Knight,2024-09-17,2024-07-03,2.5,High,KPI,Risk and Compliance
CSA-396,Whiteboard extensible niches,Risk Assessment_5,Low,In Progress,Ashley Moore,2024-08-28,,3.8,High,KRI,Network Operations
CSA-397,Grow holistic convergence,Director Review_2,Critical,Open,Jennifer Wilson,2024-08-29,,3.3,Medium,KPI,Penetration Testing Team
CSA-398,Deploy dot-com interfaces,Impact Analysis,Critical,In Progress,Gabrielle Moran,2024-04-06,2024-07-16,3.9,Low,KRI,Software Development
CSA-399,Incubate magnetic portals,Risk Assessment_7,Low,Resolved,Sarah Miller,2024-06-30,2024-10-04,7.2,Low,KPI,IT Security
CSA-400,Syndicate robust action-items,Legal Assessment,Medium,Resolved,Andrea Herman,2024-02-05,,3.3,Medium,KRI,Application Development
CSA-401,Repurpose web-enabled bandwidth,Director Review_6,Medium,Resolved,Stacy Garcia,2024-10-13,2024-09-15,2.8,High,KRI,Cloud Infrastructure
CSA-402,Drive open-source convergence,Director Review_4,Critical,Resolved,Kyle Johnson,2024-05-13,,5.1,Low,KRI,Penetration Testing Team
CSA-403,Mesh vertical bandwidth,Management Assessment,Low,In Progress,Kathleen Martin,2024-04-21,,2.2,Low,KPI,Legal and Compliance
CSA-404,Orchestrate seamless solutions,Vulnerability Assessment,High,In Progress,Eric Lopez,2024-07-17,2024-05-11,9.9,High,KPI,Data Privacy
CSA-405,Mesh real-time action-items,Vulnerability Assessment,Medium,In Progress,Mary Berry,2024-01-04,2024-04-16,9.3,Medium,KRI,Security and Risk
CSA-406,Whiteboard holistic communities,Management Assessment,High,Resolved,Anna Daniel,2024-08-16,,6,Medium,KRI,Software Engineering
CSA-407,Leverage world-class initiatives,Legal Assessment,Critical,Open,Joanna Hanson,2024-09-10,2024-07-01,9.8,Medium,KPI,Cloud Infrastructure
CSA-408,Maximize robust vortals,Legal Assessment,Critical,In Progress,Olivia Fernandez,2024-04-23,2024-05-06,9.4,Medium,KRI,Software Engineering
CSA-409,Benchmark wireless content,Risk Assessment_3,Critical,Open,Jessica Cantrell,2024-03-19,,3.5,Medium,KRI,Procurement
CSA-410,Embrace out-of-the-box web-readiness,Control Risk Assessment,High,Resolved,Jessica Nichols,2024-10-09,,1.6,High,KRI,Software Engineering
CSA-411,Target one-to-one info-mediaries,Threat Identification,Medium,In Progress,Valerie Miller,2024-09-22,2024-03-22,7.1,High,KRI,Application Development
CSA-412,Visualize next-generation interfaces,Director Review_6,Low,Resolved,Joshua George,2024-06-15,,7.8,High,KPI,IT Operations
CSA-413,Matrix dynamic models,Cloud Assessment,Medium,In Progress,Nicholas Scott,2024-05-06,2024-07-29,5.7,Medium,KRI,Cloud Infrastructure
CSA-414,Synthesize 24/7 web services,Risk Assessment_3,High,Resolved,Adam Beard,2024-08-30,,7.5,Medium,KPI,Penetration Testing Team
CSA-415,Whiteboard viral platforms,Vulnerability Assessment,High,In Progress,Marisa Stuart,2024-07-30,2024-01-17,8.9,Medium,KPI,Data Privacy
CSA-416,Envisioneer b2c roi,Director Review_1,Low,Open,Kevin Robinson,2024-07-29,2024-07-27,7.3,High,KPI,Penetration Testing Team
CSA-417,Re-intermediate efficient applications,Business Assessment,Low,Open,Anna Thomas,2024-09-20,2024-08-10,2.4,High,KPI,Network Operations
CSA-418,Incentivize robust markets,Risk Assessment_7,Medium,Resolved,Alejandro Bradshaw,2024-08-19,,9.2,Low,KPI,Software Engineering
CSA-419,Integrate bleeding-edge models,Director Review_6,Medium,Open,Joshua Silva,2024-02-26,,6.6,High,KPI,Cloud Infrastructure
CSA-420,Embrace compelling technologies,Cloud Assessment,High,Open,Michael Randolph,2024-03-21,2024-07-06,3.6,Low,KRI,Software Engineering
CSA-421,Transition leading-edge architectures,Risk Assessment_1,Critical,Resolved,Wendy Woods,2024-10-06,,4.6,Low,KRI,Procurement
CSA-422,Enable leading-edge architectures,Cloud Assessment,Medium,In Progress,Teresa Thomas,2024-02-01,,1.8,Medium,KRI,Network Operations
CSA-423,Enable next-generation functionalities,Risk Assessment_6,Critical,In Progress,Alan Page,2024-05-26,,6.3,Medium,KPI,Application Development
CSA-424,Re-intermediate visionary applications,Threat Risk Assessment,Critical,Open,Nathaniel Dunlap,2024-08-08,,7.8,Medium,KPI,Cloud Infrastructure
CSA-425,E-enable user-centric solutions,Application Security Assessment,Critical,Resolved,Margaret Olson,2024-08-17,,1.2,Medium,KRI,Penetration Testing Team
CSA-426,Expedite compelling partnerships,Control Risk Assessment,Medium,Open,Emily Hall,2024-04-28,2024-03-27,1.3,Medium,KPI,Network Operations
CSA-427,Disintermediate collaborative action-items,Legal Assessment,Critical,In Progress,Kenneth Cochran,2024-06-29,2024-02-21,7.9,High,KPI,IT Security
CSA-428,Seize e-business communities,Threat Risk Assessment,Critical,Resolved,Kevin Boyle,2024-05-29,,9.9,Low,KPI,Penetration Testing Team
CSA-429,Engage one-to-one solutions,Impact Analysis,Critical,Open,Danielle Miranda,2024-06-28,,8.9,Medium,KRI,Security and Risk
CSA-430,Expedite collaborative paradigms,Business Assessment,Medium,In Progress,Dale Wright,2024-01-17,2024-05-24,8.9,High,KPI,HR and User Awareness
CSA-431,Repurpose next-generation networks,Director Review_4,Low,Open,Darrell Price,2024-03-29,,6.3,Low,KPI,Data Privacy
CSA-432,Evolve turn-key eyeballs,Cloud Assessment,Low,Open,Charles Walton,2024-02-12,2024-02-19,6.4,High,KRI,Software Engineering
CSA-433,Repurpose web-enabled bandwidth,Director Review_1,Low,Resolved,Kimberly Berry,2024-08-19,,8.1,High,KRI,IT Operations
CSA-434,Cultivate best-of-breed web-readiness,Director Review_3,Critical,Resolved,Brittany Giles,2024-08-23,,8.8,Low,KRI,IT Operations
CSA-435,Brand extensible models,Director Review_1,Medium,In Progress,Leslie Aguirre,2024-10-17,2024-03-16,7.6,Medium,KPI,Cloud Infrastructure
CSA-436,Orchestrate virtual metrics,Risk Assessment_4,Low,Open,Mark Guerrero,2024-06-11,,5.8,Low,KPI,Cloud Infrastructure
CSA-437,Strategize world-class communities,Management Assessment,Critical,In Progress,Beverly Russell,2024-10-13,,4.7,Low,KPI,Security and Risk
CSA-438,Scale visionary supply-chains,Pen Test Review,Low,Open,Christopher Rodriguez,2024-07-06,,5.1,Medium,KPI,Penetration Testing Team
CSA-439,Matrix cutting-edge supply-chains,Risk Assessment_1,Medium,Resolved,Blake Le,2024-10-02,,6.3,Low,KPI,Penetration Testing Team
CSA-440,Synthesize intuitive roi,Penetration Testing,Critical,In Progress,William Austin,2024-01-11,,4.3,High,KPI,Cloud Infrastructure
CSA-441,Implement seamless e-markets,Director Review_2,High,Open,Sarah Davis,2024-08-07,,4.5,Low,KRI,Risk and Compliance
CSA-442,Engage vertical interfaces,Director Review_3,High,Open,Natasha Macias,2024-04-07,,8.3,High,KRI,Legal and Compliance
CSA-443,Re-intermediate seamless partnerships,Pen Test Review,Low,Open,Heather Burgess,2024-03-05,2024-04-16,3.4,High,KRI,IT Operations
CSA-444,Benchmark viral technologies,Control Risk Assessment,Critical,Resolved,Katelyn White,2024-07-24,,4.8,High,KPI,Penetration Testing Team
CSA-445,Extend cutting-edge technologies,Risk Assessment_6,Critical,Open,Jason Lindsey,2024-01-26,2024-01-01,3.4,Low,KPI,IT Operations
CSA-446,Grow collaborative solutions,Control Risk Assessment,Medium,Open,Anna Baker,2024-04-27,,3,Low,KPI,HR and User Awareness
CSA-447,Productize e-business vortals,Risk Assessment_3,Medium,Resolved,George Pineda,2024-09-11,,6.1,Low,KPI,Risk and Compliance
CSA-448,Repurpose turn-key networks,Asset Identification and Classification,Low,In Progress,Jillian Moore,2024-08-19,2024-08-10,1.3,High,KRI,Legal and Compliance
CSA-449,Enable value-added content,Business Assessment,Medium,In Progress,Tanya Walker,2024-05-26,2024-05-03,1.6,Low,KPI,IT Security
CSA-450,Architect proactive e-services,Director Review_1,Low,Resolved,Jeffrey Miller,2024-06-30,,9.5,Low,KPI,Application Development
CSA-451,Target customized experiences,Director Review_4,Medium,Resolved,Julie Bradley,2024-09-28,2024-03-19,6,Medium,KPI,Security and Risk
CSA-452,Monetize b2b convergence,Threat Risk Assessment,High,Open,Joel Oconnor,2024-03-02,2024-02-25,1.2,Medium,KPI,IT Security
CSA-453,Mesh synergistic e-services,Risk Assessment_4,Critical,Resolved,Emily Bowman,2024-03-12,2024-06-10,4.3,Medium,KPI,HR and User Awareness
CSA-454,Generate bleeding-edge e-business,Director Review_5,High,In Progress,Jillian Hale,2024-06-03,,8.1,Medium,KPI,Legal and Compliance
CSA-455,Aggregate e-business deliverables,Threat Risk Assessment,Critical,Resolved,Stacey Guerra,2024-07-24,2024-05-26,8.7,Medium,KPI,Network Operations
CSA-456,Re-intermediate customized eyeballs,Risk Assessment_5,Low,Open,Brian Walters,2024-03-08,,4.2,Medium,KPI,Application Development
CSA-457,Empower turn-key schemas,Director Review_2,Critical,Resolved,Sandra Ortega,2024-02-13,2024-06-08,9.2,Medium,KPI,Network Operations
CSA-458,Utilize cutting-edge mindshare,Application Security Assessment,Critical,In Progress,Trevor Smith,2024-09-30,2024-06-11,2.4,High,KPI,Penetration Testing Team
CSA-459,Implement cross-media platforms,Business Assessment,High,In Progress,John Harris,2024-07-12,,6.6,Low,KPI,Network Operations
CSA-460,Brand distributed interfaces,Risk Assessment_2,High,Open,Tammy Davis,2024-03-21,2024-05-05,5.3,Medium,KRI,IT Security
CSA-461,Extend proactive vortals,Director Review_6,Medium,In Progress,Richard Gibson,2024-07-06,2024-09-02,8.3,Low,KPI,Penetration Testing Team
CSA-462,Matrix mission-critical users,Risk Assessment_5,High,Open,Sabrina Jones,2024-09-07,,5,Low,KPI,IT Security
CSA-463,Incentivize extensible functionalities,Risk Assessment_5,Critical,Open,Laura Walters,2024-01-03,,2.4,High,KPI,Procurement
CSA-464,Aggregate dot-com partnerships,Risk Assessment_5,High,Open,Holly Benson,2024-07-08,,1.9,High,KRI,Application Development
CSA-465,Strategize end-to-end paradigms,Penetration Testing,High,Resolved,Priscilla Parker DDS,2024-06-08,,2.6,Low,KPI,Penetration Testing Team
CSA-466,Transition leading-edge e-business,Risk Assessment_2,Medium,In Progress,Maureen Hamilton,2024-09-26,,8,High,KPI,Application Development
CSA-467,Transition dynamic models,Penetration Testing,High,Resolved,Karla Mercer,2024-01-26,2024-09-28,8.5,Low,KRI,Software Development
CSA-468,Benchmark seamless portals,Management Assessment,Low,In Progress,Anne Hernandez,2024-07-21,,7.3,High,KRI,Cloud Infrastructure
CSA-469,Incubate e-business technologies,Risk Assessment_6,Critical,Resolved,David George,2024-02-14,,8.6,Medium,KRI,Network Operations
CSA-470,Target dot-com e-tailers,Procurement Review,Low,Resolved,Wendy Brooks,2024-04-18,,9.4,High,KPI,Data Privacy
CSA-471,Innovate cross-platform communities,Vulnerability Assessment,Medium,Open,Karen Schmidt,2024-09-14,,3.3,High,KPI,Cloud Infrastructure
CSA-472,Strategize b2b convergence,Business Assessment,Medium,Resolved,Tracey Foster,2024-10-18,2024-10-15,4.2,Low,KPI,Cloud Infrastructure
CSA-473,Seize bricks-and-clicks content,Risk Assessment_4,Medium,In Progress,Traci Travis,2024-08-13,,5.2,Low,KRI,HR and User Awareness
CSA-474,Integrate mission-critical schemas,Application Security Assessment,Critical,In Progress,Wyatt Howard,2024-03-28,2024-04-06,2.2,Low,KPI,Security and Risk
CSA-475,Expedite bleeding-edge e-markets,Vulnerability Assessment,High,Resolved,Stephen Frazier,2024-07-27,2024-06-08,6,Medium,KRI,HR and User Awareness
CSA-476,Target 24/365 mindshare,Director Review_3,High,Open,Cheryl Contreras,2024-04-18,2024-06-09,4.6,High,KPI,Procurement
CSA-477,Synthesize vertical synergies,Director Review_3,Medium,Open,Michelle Mcdaniel,2024-07-31,,5.5,Low,KRI,Network Operations
CSA-478,Repurpose sticky paradigms,Legal Assessment,Low,In Progress,Adam Anderson,2024-01-23,,8.2,High,KRI,IT Security
CSA-479,Envisioneer revolutionary info-mediaries,Director Review_2,High,Resolved,Peter Brown,2024-07-09,,6,Low,KPI,Security and Risk
CSA-480,Empower killer interfaces,Application Security Assessment,Critical,Open,Jennifer Fitzpatrick,2024-07-04,2024-10-04,9.5,Low,KRI,IT Security
CSA-481,Brand next-generation channels,Risk Assessment_7,Low,In Progress,Kevin Lewis,2024-05-24,,4.1,Medium,KPI,IT Operations
CSA-482,Transform 24/7 communities,Business Assessment,Critical,Resolved,Alexis Brown,2024-03-15,2024-06-27,5.4,Medium,KRI,IT Security
CSA-483,Morph rich architectures,Risk Assessment_3,Critical,Open,Jenny Lopez,2024-08-05,2024-10-17,3.7,Low,KPI,HR and User Awareness
CSA-484,Embrace front-end mindshare,Pen Test Review,Critical,In Progress,Kimberly Murray,2024-09-21,2024-03-18,4.2,High,KPI,Data Privacy
CSA-485,Morph revolutionary platforms,Director Review_4,Low,In Progress,Lisa Ray,2024-01-22,2024-09-09,2.2,Low,KPI,Procurement
CSA-486,Embrace user-centric channels,Risk Assessment_3,Critical,In Progress,Natalie Porter,2024-03-01,,5.2,Medium,KPI,Procurement
CSA-487,Engage efficient experiences,Asset Identification and Classification,Low,In Progress,Dana Drake MD,2024-04-22,2024-05-09,5.9,Medium,KRI,Application Development
CSA-488,Revolutionize one-to-one methodologies,Threat Risk Assessment,Critical,Open,Michael Cruz,2024-02-23,2024-01-21,2.3,High,KPI,Software Engineering
CSA-489,Deliver scalable e-business,Risk Assessment_7,Medium,Open,Jamie Hart,2024-03-01,,7.7,High,KPI,Security and Risk
CSA-490,Innovate web-enabled niches,Director Review_3,Critical,Open,Teresa Campbell,2024-04-28,2024-02-21,1.1,Low,KRI,Network Operations
CSA-491,Whiteboard collaborative metrics,Director Review_6,High,Resolved,Nathan Burgess,2024-04-19,2024-08-09,5.8,Medium,KPI,Application Development
CSA-492,Iterate global partnerships,Director Review_2,Low,Resolved,Wesley Lopez MD,2024-09-17,,6.5,Medium,KPI,Data Privacy
CSA-493,Maximize strategic applications,Threat Identification,Medium,In Progress,Laura Hernandez DDS,2024-07-14,,1.2,Low,KRI,Data Privacy
CSA-494,Target customized methodologies,Risk Assessment_1,Medium,Resolved,Eric Maxwell,2024-01-03,2024-02-25,7.1,Low,KRI,Software Development
CSA-495,Brand killer networks,Risk Assessment_5,Critical,In Progress,Benjamin Reyes,2024-08-16,2024-06-09,7.7,Low,KPI,Data Privacy
CSA-496,Seize holistic communities,Risk Assessment_2,Medium,Resolved,Valerie White,2024-04-28,,8,Low,KRI,IT Security
CSA-497,Optimize distributed deliverables,Director Review_3,Critical,Resolved,Jennifer Garcia,2024-07-29,2024-06-15,6.8,Low,KPI,Application Development
CSA-498,Enhance b2b niches,Director Review_6,Low,In Progress,Dawn Guerrero,2024-03-11,2024-08-03,4.9,High,KPI,Penetration Testing Team
CSA-499,Engage dynamic interfaces,Director Review_2,Low,In Progress,Bonnie Gonzalez,2024-02-12,,2.3,Medium,KPI,HR and User Awareness
CSA-500,Incentivize web-enabled synergies,Threat Identification,Critical,Resolved,Clifford Serrano,2024-08-05,2024-01-20,9.7,Low,KRI,IT Security
CSA-501,Grow seamless partnerships,Risk Assessment_3,Critical,In Progress,Heather Hernandez,2024-09-18,2024-02-06,8.4,Low,KPI,Risk and Compliance
CSA-502,Embrace proactive mindshare,Impact Analysis,Critical,In Progress,Katelyn Palmer,2024-01-28,2024-04-21,3,High,KRI,IT Operations
CSA-503,Utilize compelling networks,Director Review_1,Low,In Progress,Angela Watson,2024-07-23,,2.5,Medium,KPI,IT Security
CSA-504,Revolutionize revolutionary e-services,Cloud Assessment,Medium,In Progress,Sandra Sanders,2024-02-22,2024-02-15,2,Low,KRI,Security and Risk
CSA-505,Engage virtual infrastructures,Risk Assessment_1,Low,Open,Mrs. Michaela Ramsey,2024-06-18,,4.7,Medium,KRI,Data Privacy
CSA-506,Enable plug-and-play content,Application Security Assessment,High,Open,James Scott,2024-01-05,2024-06-05,1.1,Low,KPI,Application Development
CSA-507,Reinvent ubiquitous action-items,Risk Assessment_3,Medium,Open,Andrew Cooper,2024-06-15,2024-05-20,4.1,Low,KPI,Procurement
CSA-508,Leverage collaborative niches,Risk Assessment_3,Medium,Resolved,Shelly Cooper,2024-02-19,,9.2,Low,KRI,IT Operations
CSA-509,Innovate value-added initiatives,Risk Assessment_7,Medium,Resolved,Patricia Cross,2024-01-20,,4.1,Medium,KRI,Penetration Testing Team
CSA-510,Iterate leading-edge experiences,Threat Identification,Critical,Open,Briana Roberts,2024-01-06,2024-01-03,1.8,Low,KPI,Software Engineering
CSA-511,Envisioneer proactive functionalities,Application Security Assessment,Low,Open,Karen Arnold,2024-05-31,2024-09-02,2.6,Low,KRI,Cloud Infrastructure
CSA-512,Evolve enterprise models,Legal Assessment,Medium,In Progress,Kaitlin Miller,2024-02-20,,5.3,Medium,KPI,Legal and Compliance
CSA-513,Innovate distributed e-commerce,Impact Analysis,Low,Open,Michael Walter,2024-04-17,2024-04-24,9.5,Low,KRI,Risk and Compliance
CSA-514,Strategize leading-edge action-items,Threat Risk Assessment,Medium,In Progress,Ralph Jones,2024-04-15,2024-04-25,9,High,KRI,Penetration Testing Team
CSA-515,Implement mission-critical experiences,Application Security Assessment,Medium,Resolved,Amanda Meza,2024-04-18,2024-06-16,5.8,Medium,KRI,Legal and Compliance
CSA-516,Synthesize integrated channels,Risk Assessment_6,Medium,In Progress,Brittany Gutierrez,2024-07-14,,7.1,High,KRI,Cloud Infrastructure
CSA-517,Utilize virtual e-markets,Risk Assessment_3,Critical,Open,Kelsey Soto,2024-01-15,2024-06-28,3.4,Low,KPI,Risk and Compliance
CSA-518,Leverage visionary e-markets,Legal Assessment,Medium,Resolved,Maria Wallace,2024-09-10,2024-04-18,4.4,High,KPI,Cloud Infrastructure
CSA-519,Maximize 24/365 e-services,Control Risk Assessment,Critical,In Progress,Tyler Taylor,2024-09-19,,8,High,KPI,Security and Risk
CSA-520,Evolve turn-key applications,Vulnerability Assessment,Medium,Resolved,Ashley Carr,2024-08-18,,5.2,Low,KPI,Software Engineering
CSA-521,Transform web-enabled eyeballs,Threat Identification,Medium,Open,Natalie Price,2024-08-29,2024-01-08,4.9,Low,KRI,Security and Risk
CSA-522,Enable user-centric experiences,Cloud Assessment,Critical,Open,Henry Foster,2024-04-11,,4.3,High,KRI,Data Privacy
CSA-523,Engage open-source e-tailers,Penetration Testing,Critical,In Progress,Kristie Evans,2024-04-07,2024-08-25,9.4,High,KRI,IT Operations
CSA-524,Architect web-enabled web services,Asset Identification and Classification,High,Open,Julia Dawson,2024-07-18,,1.2,Low,KRI,HR and User Awareness
CSA-525,Orchestrate e-business info-mediaries,Risk Assessment_5,Medium,Open,Christina Smith,2024-07-21,2024-05-19,7.8,Medium,KPI,Risk and Compliance
CSA-526,Optimize user-centric partnerships,Procurement Review,High,In Progress,Theodore Hartman,2024-09-08,2024-08-01,7.6,High,KRI,Software Development
CSA-527,Enable ubiquitous niches,Risk Assessment_2,High,Open,Mr. Robert Strong,2024-03-12,,7,Low,KPI,Risk and Compliance
CSA-528,Revolutionize impactful eyeballs,Cloud Assessment,Medium,Open,Ryan Franklin,2024-02-01,,3.3,Low,KRI,Software Engineering
CSA-529,E-enable virtual platforms,Risk Assessment_7,Critical,Resolved,Laura Cohen,2024-05-02,,10,High,KRI,Procurement
CSA-530,Harness proactive supply-chains,Risk Assessment_5,Low,Open,Michelle Faulkner,2024-06-23,,4.5,High,KRI,Application Development
CSA-531,Architect enterprise bandwidth,Asset Identification and Classification,Low,In Progress,Laura York,2024-07-07,2024-09-30,5,Medium,KPI,Legal and Compliance
CSA-532,Generate bricks-and-clicks convergence,Legal Assessment,Critical,In Progress,Felicia Armstrong,2024-02-27,2024-02-06,3.4,Low,KPI,IT Operations
CSA-533,Repurpose revolutionary relationships,Application Security Assessment,Medium,Open,Rachel Bray,2024-02-16,,5.7,Low,KRI,IT Security
CSA-534,Exploit turn-key e-services,Threat Risk Assessment,Critical,In Progress,Frank Khan,2024-06-26,,7.4,Medium,KRI,Software Development
CSA-535,Drive innovative e-services,Vulnerability Assessment,Critical,Open,Jessica Wood,2024-09-17,,4.4,Low,KRI,Network Operations
CSA-536,Integrate granular convergence,Business Assessment,High,Open,Darrell Moore,2024-01-31,2024-07-26,7.6,Medium,KRI,Cloud Infrastructure
CSA-537,Deploy real-time e-commerce,Risk Assessment_5,Low,In Progress,Kathryn Wheeler,2024-03-16,,9.1,Medium,KRI,Data Privacy
CSA-538,Empower value-added e-business,Legal Assessment,Medium,In Progress,Brittany Diaz,2024-07-25,,8.4,High,KRI,Cloud Infrastructure
CSA-539,Synergize next-generation schemas,Vulnerability Assessment,High,In Progress,Michael Ross,2024-09-15,2024-03-15,6.1,High,KRI,Cloud Infrastructure
CSA-540,Strategize world-class synergies,Threat Risk Assessment,Medium,Resolved,Anna Martin,2024-04-08,2024-02-23,1.9,Low,KPI,Application Development
CSA-541,Engage ubiquitous paradigms,Risk Assessment_1,High,In Progress,Bryan Edwards,2024-05-24,2024-06-15,2.8,Low,KRI,HR and User Awareness
CSA-542,Utilize b2c infrastructures,Business Assessment,Low,In Progress,Erica Russell,2024-06-29,,6.8,High,KPI,Penetration Testing Team
CSA-543,Brand sticky info-mediaries,Cloud Assessment,Critical,Open,Ashley Austin,2024-10-05,,6.4,High,KPI,Software Development
CSA-544,Productize b2c e-services,Management Assessment,Medium,In Progress,Amy Gray,2024-01-18,,8.5,Low,KPI,Penetration Testing Team
CSA-545,Re-intermediate granular channels,Risk Assessment_2,Critical,Resolved,Matthew Dunn,2024-01-30,2024-04-15,4.2,Medium,KRI,IT Operations
CSA-546,Grow out-of-the-box infrastructures,Risk Assessment_3,Medium,Open,John Moore,2024-01-26,2024-04-29,2.8,Medium,KRI,Application Development
CSA-547,Revolutionize strategic markets,Control Risk Assessment,High,Resolved,Julie Knight,2024-05-27,2024-05-11,7.3,Medium,KRI,HR and User Awareness
CSA-548,Re-contextualize revolutionary paradigms,Risk Assessment_3,Medium,In Progress,Mr. Aaron Webb,2024-03-06,2024-02-08,4.4,Medium,KRI,Data Privacy
CSA-549,Streamline efficient e-business,Director Review_3,Critical,Resolved,Jeffrey Lopez,2024-10-14,,1,High,KRI,HR and User Awareness
CSA-550,Extend seamless initiatives,Control Risk Assessment,Medium,Open,Rose Manning,2024-04-26,2024-09-25,6.5,Low,KRI,IT Operations
CSA-551,Matrix bleeding-edge web services,Penetration Testing,Medium,In Progress,Derek Guzman,2024-04-30,,5.3,Low,KRI,Application Development
CSA-552,Deliver proactive markets,Control Risk Assessment,High,In Progress,Sheila Sanchez,2024-02-05,,3.4,Low,KPI,Network Operations
CSA-553,Deliver efficient mindshare,Control Risk Assessment,Medium,In Progress,Jared Mcdonald,2024-08-19,2024-06-30,3,Medium,KPI,Data Privacy
CSA-554,Architect mission-critical e-business,Director Review_6,Low,Resolved,Amy Welch,2024-10-04,,5.9,Low,KPI,Cloud Infrastructure
CSA-555,Leverage 24/7 supply-chains,Threat Risk Assessment,Low,In Progress,Eric Stuart,2024-02-18,2024-06-09,8.8,Medium,KRI,IT Security
CSA-556,Facilitate e-business channels,Threat Risk Assessment,Critical,Resolved,Samuel Bernard,2024-05-09,2024-07-30,3.2,Medium,KRI,Network Operations
CSA-557,Brand compelling web services,Control Risk Assessment,Critical,In Progress,Sheri Spence,2024-09-25,2024-02-11,2,Low,KPI,Procurement
CSA-558,Engineer distributed architectures,Application Security Assessment,Medium,In Progress,Larry Lee,2024-05-03,,8.6,Medium,KRI,Software Engineering
CSA-559,Matrix next-generation e-services,Risk Assessment_1,High,Open,Deborah Barton,2024-10-10,2024-02-07,6.9,Low,KRI,IT Security
CSA-560,Evolve customized users,Risk Assessment_3,Low,Resolved,Ryan Williams,2024-08-25,2024-05-20,9.6,High,KRI,Cloud Infrastructure
CSA-561,Mesh bricks-and-clicks infrastructures,Director Review_4,Low,Resolved,Katelyn Webb,2024-07-17,,7.5,Low,KPI,Cloud Infrastructure
CSA-562,Mesh open-source eyeballs,Risk Assessment_3,Medium,Open,Michael Rodriguez,2024-01-15,2024-03-06,2.1,Medium,KPI,Software Development
CSA-563,Transform proactive content,Director Review_4,Critical,Resolved,Kimberly Kennedy,2024-04-30,2024-06-18,3.7,High,KRI,Legal and Compliance
CSA-564,Cultivate back-end architectures,Director Review_4,Low,Resolved,Elizabeth Baker,2024-01-12,2024-07-30,4.5,High,KPI,Software Development
CSA-565,Architect open-source interfaces,Risk Assessment_5,Low,Open,Jessica Zhang,2024-10-07,2024-07-11,7.6,High,KPI,IT Operations
CSA-566,Target magnetic e-commerce,Threat Identification,Critical,Open,Jennifer Carr,2024-10-13,2024-02-08,9.4,Medium,KRI,IT Operations
CSA-567,Disintermediate distributed supply-chains,Director Review_1,High,In Progress,Misty Anderson,2024-06-06,2024-04-07,6.8,Low,KRI,Security and Risk
CSA-568,Brand 24/365 methodologies,Threat Risk Assessment,Critical,Resolved,Diane Jennings,2024-06-21,,5.7,High,KRI,Risk and Compliance
CSA-569,Embrace plug-and-play systems,Director Review_1,Medium,In Progress,Roger Perry,2024-08-05,2024-05-02,2.4,High,KPI,IT Security
CSA-570,Harness integrated networks,Director Review_2,Critical,In Progress,Vicki Kelly,2024-08-18,,8.2,High,KRI,Software Development
CSA-571,Orchestrate efficient systems,Director Review_1,Critical,Resolved,Barry Perez,2024-01-09,2024-01-18,5.9,High,KRI,IT Operations
CSA-572,Streamline open-source infrastructures,Asset Identification and Classification,Low,In Progress,Gary Newman,2024-08-20,,5.8,High,KPI,Cloud Infrastructure
CSA-573,Monetize virtual content,Director Review_4,High,In Progress,Nancy Phelps,2024-02-21,,1.4,High,KPI,Software Engineering
CSA-574,Re-contextualize magnetic eyeballs,Director Review_6,Low,In Progress,Jose Ramirez,2024-01-28,,1.3,Low,KRI,IT Security
CSA-575,Redefine clicks-and-mortar interfaces,Director Review_1,High,Open,Dawn Russell,2024-05-11,2024-05-03,2.5,Medium,KPI,Data Privacy
CSA-576,Expedite e-business web-readiness,Business Assessment,High,In Progress,George Solomon,2024-09-14,2024-06-21,5.9,Low,KPI,HR and User Awareness
CSA-577,Morph value-added action-items,Director Review_6,Medium,Open,Leslie Lester,2024-05-30,,5.8,High,KPI,Data Privacy
CSA-578,Embrace value-added schemas,Management Assessment,Critical,Resolved,Calvin Nunez,2024-02-20,2024-05-02,3.7,Low,KRI,IT Security
CSA-579,Incentivize visionary platforms,Risk Assessment_3,Low,Open,Jeffrey Dunn,2024-04-10,2024-10-15,9.8,High,KRI,IT Security
CSA-580,Facilitate collaborative eyeballs,Risk Assessment_1,Critical,Open,Anthony Ray,2024-06-17,,9.3,Low,KRI,HR and User Awareness
